0.02724684,0.02724684,0.02724684,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.02724684,0.02724684,0.05449369,0.01362342,
0.01362342,0.04087027,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.04087027,0.02724684,0.01362342,0.05449369,0.01362342,
0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,0.08174053,
0.01362342,0.05449369,0.01362342,0.01362342,0.05449369,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.05449369,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.04087027,0.04087027,0.01362342,0.21797475,
0.05449369,0.02724684,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,
0.13623422,0.04087027,0.02724684,0.02724684,0.01362342,0.01362342,
0.02724684,0.04087027,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,0.04087027,
0.01362342,0.02724684,0.01362342,0.01362342,0.05449369,0.01362342,
0.01362342,0.01362342,0.02724684,0.02724684,0.01362342,0.01362342,
0.05449369,0.02724684,0.02724684,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.05449369,0.01362342,
0.01362342,0.02724684,0.02724684,0.01362342,0.01362342,0.01362342,
0.01362342,0.04087027,0.06811711,0.02724684,0.09536395,0.01362342,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,
0.06811711,0.01362342,0.01362342,0.06811711,0.01362342,0.01362342,
0.04087027,0.04087027,0.02724684,0.01362342,0.01362342,0.01362342,
0.24522159,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,
0.02724684,0.02724684,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.02724684,0.01362342,0.02724684,
0.02724684,0.01362342,0.05449369,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.02724684,0.02724684,0.04087027,0.01362342,
0.02724684,0.01362342,0.10898738,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.04087027,0.04087027,0.02724684,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.04087027,0.05449369,0.02724684,0.02724684,0.02724684,0.01362342,
0.01362342,0.02724684,0.01362342,0.02724684,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.04087027,
0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.02724684,0.01362342,0.01362342,0.01362342,0.05449369,
0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.02724684,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.17710448,0.01362342,0.01362342,0.02724684,
0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.25884502,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.02724684,0.01362342,0.05449369,0.01362342,
0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.09536395,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.02724684,
0.01362342,0.05449369,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.04087027,0.01362342,0.04087027,0.02724684,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.04087027,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.02724684,0.02724684,0.01362342,
0.06811711,0.01362342,0.01362342,0.05449369,0.01362342,0.04087027,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,
0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.06811711,0.04087027,
0.01362342,0.08174053,0.04087027,0.01362342,0.05449369,0.01362342,
0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,0.04087027,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.02724684,0.04087027,0.02724684,
0.01362342,0.19072791,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.02724684,0.12261080.01362342,
0.01362342,0.01362342,0.02724684,0.05449369,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.05449369,0.02724684,0.01362342,
0.06811711,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.04087027,0.01362342,0.01362342,
0.01362342,0.06811711,0.01362342,0.01362342,0.13623422,0.01362342,
0.01362342,0.06811711,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.06811711,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,
0.01362342,0.02724684,0.05449369,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.05449369,0.01362342,0.01362342,
0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.02724684,0.01362342,0.04087027,
0.12261080.01362342,0.01362342,0.08174053,0.01362342,0.02724684,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.02724684,0.02724684,0.01362342,0.02724684,
0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,0.04087027,
0.01362342,0.02724684,0.01362342,0.01362342,0.04087027,0.01362342,
0.01362342,0.01362342,0.02724684,0.02724684,0.02724684,0.01362342,
0.01362342,0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.04087027,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,
0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,0.01362342,
0.04087027,0.06811711,0.01362342,0.01362342,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.02724684,0.01362342,0.01362342,0.04087027,0.01362342,0.02724684,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.01362342,
0.01362342,0.09536395,0.01362342,0.02724684,0.04087027,0.01362342,
0.02724684,0.05449369,0.17710448,0.05449369,0.01362342,0.01362342,
0.01362342,0.01362342,0.13623422,0.01362342,0.04087027,0.05449369,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.02724684,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,
0.09536395,0.01362342,0.01362342,0.01362342,0.02724684,0.02724684,
0.01362342,0.01362342,0.02724684,0.01362342,0.02724684,0.01362342,
0.01362342,0.01362342,0.06811711,0.01362342,0.01362342,0.05449369,
0.01362342,0.01362342,0.02724684,0.01362342,0.02724684,0.02724684,
0.01362342,0.01362342,0.01362342,0.04087027,0.01362342,0.01362342,
0.02724684,0.01362342,0.01362342,0.02724684,0.02724684,0.01362342,
0.01362342,0.01362342,0.06811711,0.01362342,0.04087027,0.02724684,
0.05449369,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.05449369,0.04087027,0.05449369,0.01362342,
0.01362342,0.01362342,0.02724684,0.01362342,0.08174053,0.05449369,
0.02724684,0.12261080.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.05449369,
0.01362342,0.01362342,0.10898738,0.01362342,0.08174053,0.01362342,
0.04087027,0.02724684,0.02724684,0.01362342,0.13623422,0.01362342,
0.01362342,0.01362342,0.02724684,0.02724684,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.04087027,0.01362342,0.01362342,0.01362342,
0.08174053,0.02724684,0.05449369,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,
0.01362342,0.04087027,0.01362342,0.01362342,0.01362342,0.01362342,
0.01362342,0.02724684,0.05449369,0.01362342,0.01362342,0.02724684,
0.08174053,0.08174053,0.06811711,0.01362342,0.01362342,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.05449369,0.01362342,
0.01362342,0.05449369,0.10898738,0.01362342,0.02724684,0.01362342,
0.01362342,0.02724684,0.01362342,0.02724684,0.05449369,0.01362342,
0.01362342,0.01362342,0.01362342,0.01362342,0.02724684,0.04087027,
0.01362342,0.02724684,0.01362342,0.01362342,0.01362342,0.04087027,
0.01362342,0.01362342
